,location,total_cases,total_deaths,total_cases_per_million,total_deaths_per_million,reproduction_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,abdala,coviran_barekat,cansino,covaxin,epivaccorona,johnson_johnson,medigen,moderna,oxford_astrazeneca,pfizer_biontech,qazvac,sinopharm_beijing,sinopharm_hayatvax,sinopharm_wuhan,sinovac,soberana02,sputnik_v,zf2001,PC 1,PC 2,PC 3,Class
0,Afghanistan,153220,7118.0,3846.325,178.685,0.63,1979652.0,773002.0,0.0,4.97,1.94,0.0,39835428,54.422,18.6,2.581,1.337,1803.987,0.0,597.029,9.59,0.0,0.0,37.746,0.5,64.83,0.511,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,-3.182960695810565,-0.03729574798195768,-0.07473372311962483,1
1,Algeria,196080,5269.0,4394.774,118.095,0.79,0.0,0.0,0.0,0.0,0.0,0.0,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,-2.1562930096077353,0.03993714409063687,1.062080310572209,1
2,Andorra,15033,130.0,194340.306,1680.585,0.71,0.0,0.0,0.0,0.0,0.0,0.0,77354,163.755,0.0,0.0,0.0,0.0,0.0,109.135,7.97,29.0,37.8,0.0,0.0,83.73,0.868,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-0.3823264312246509,-0.9450001531724311,-0.7754988061550908,4
3,Angola,47544,1217.0,1401.089,35.864,1.08,0.0,0.0,0.0,0.0,0.0,0.0,33933611,23.89,16.8,2.405,1.362,5819.495,0.0,276.045,3.94,0.0,0.0,26.664,0.0,61.15,0.581,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-3.380426491982734,-0.23838150959015522,-0.9117686697038595,1
4,Antigua and Barbuda,1715,44.0,17370.959,445.669,1.3,75069.0,41061.0,34008.0,76.04,41.59,34.45,98728,231.845,32.1,6.933,4.631,21490.943,0.0,191.511,13.17,0.0,0.0,0.0,3.8,77.02,0.778,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0772532924295204,-0.7967640093294185,-0.07470105353308196,4
5,Argentina,5185620,111812.0,113705.217,2451.704,0.76,42260571.0,27873340.0,14387231.0,92.66,61.12,31.55,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0.0,5.0,76.67,0.845,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,2.7374552834592323,1.6149906040902997,0.7457700896728472,4
6,Armenia,242135,4844.0,81578.355,1632.005,1.1,0.0,0.0,0.0,0.0,0.0,0.0,2968128,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.776,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,-0.4472794958482881,-0.1896107062881607,1.4707788743984058,4
7,Australia,55093,1012.0,2136.363,39.243,1.39,19362666.0,12192256.0,7170410.0,75.08,47.28,27.8,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,0.0,3.84,83.44,0.944,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.3845958210014233,-1.008318414151876,-0.17488464259497696,0
8,Austria,688305,10772.0,76114.068,1191.188,1.18,10462919.0,5508966.0,5210007.0,115.7,60.92,57.61,9043072,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0.0,7.37,81.54,0.922,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,5.412704319624532,-1.5746139277644755,-0.2520993109113099,0
9,Azerbaijan,424891,5636.0,41560.863,551.287,1.07,6805740.0,4113716.0,2692024.0,66.57,40.24,26.33,10223344,119.309,32.4,6.018,3.871,15847.419,0.0,559.812,7.11,0.3,42.5,83.241,4.7,73.0,0.756,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,-0.6225860765790191,0.04079026960754991,1.6385666028490689,4
10,Bahamas,18139,354.0,45700.076,891.881,1.19,0.0,0.0,0.0,0.0,0.0,0.0,396914,39.497,34.3,8.996,5.2,27717.847,0.0,235.954,13.17,3.1,20.4,0.0,2.9,73.92,0.814,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.5318378918823662,-0.6675631148445679,0.1687252527605057,4
11,Bahrain,272540,1388.0,155889.023,793.916,0.95,2489109.0,1146939.0,1088446.0,142.37,65.6,62.26,1748295,1935.907,32.4,2.372,1.387,43290.705,0.0,151.689,16.52,5.8,37.6,0.0,2.0,77.29,0.852,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1.9365254134227567,-0.7929482274599168,0.9303975116370539,4
12,Bangladesh,1500618,26195.0,9023.37,157.513,0.65,26471819.0,18580195.0,7891624.0,15.92,11.17,4.75,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,-1.3202210978295712,0.6232092749782374,-0.09025130169479575,4
13,Barbados,5032,50.0,17489.955,173.787,1.46,0.0,0.0,0.0,0.0,0.0,0.0,287708,664.463,39.8,14.952,9.473,16978.068,0.0,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.814,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.13266971853578913,-0.8212525513403688,0.9911619220702678,4
14,Belarus,481532,3780.0,50994.258,400.302,1.15,0.0,0.0,0.0,0.0,0.0,0.0,9442867,46.858,40.3,14.799,9.788,17167.967,0.0,443.129,5.18,10.5,46.1,0.0,11.0,74.79,0.823,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.4697239061332088,-0.45847289243773803,2.0676782577280535,4
15,Belgium,1184664,25380.0,101842.33,2181.849,1.09,16212621.0,8428863.0,8141780.0,139.38,72.46,69.99,11632334,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,0.0,5.64,81.63,0.931,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,5.7697842201392096,-1.4064254839522021,-0.6975225479201143,0
16,Belize,16353,362.0,40386.254,894.015,1.27,0.0,0.0,0.0,0.0,0.0,0.0,404915,16.426,25.0,3.853,2.279,7824.362,0.0,176.957,17.11,0.0,0.0,90.083,1.3,74.62,0.716,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-2.213792304845758,-0.2742561286898754,0.4052928242673569,1
17,Benin,13366,128.0,1073.485,10.28,0.3,0.0,0.0,0.0,0.0,0.0,0.0,12451031,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.545,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-3.8512772685999073,-0.024604602599186214,-1.1341284029119323,1
18,Bhutan,2596,3.0,3328.632,3.847,0.49,0.0,0.0,0.0,0.0,0.0,0.0,779900,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,0.0,0.0,79.807,1.7,71.78,0.654,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,-1.90839217850877,-0.4534602808688997,-0.10953826053176204,1
19,Bolivia,490879,18452.0,41484.125,1559.376,0.87,6019660.0,4014955.0,2766347.0,50.87,33.93,23.38,11832936,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,0.0,0.0,25.383,1.1,71.51,0.718,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,-0.5237552939679648,-0.30909725420647466,-0.3810946102329963,4
20,Bosnia and Herzegovina,213853,9803.0,65529.55,3003.868,1.5,0.0,0.0,0.0,0.0,0.0,0.0,3263459,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.78,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1.6326242029698987,-0.6258883925610491,1.458659203250617,4
21,Botswana,156927,2261.0,65461.531,943.168,1.17,0.0,0.0,0.0,0.0,0.0,0.0,2397240,4.044,25.8,3.941,2.242,15807.374,0.0,237.372,4.81,5.7,34.4,0.0,1.8,69.59,0.735,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,-0.5743168518843598,-0.6463380028733787,-0.2812845165035519,4
22,Brazil,20776870,580413.0,97091.153,2712.293,0.88,0.0,0.0,0.0,0.0,0.0,0.0,213993441,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,0.0,2.2,75.88,0.765,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1.8299136195922563,4.226821591561839,-3.162397399114068,4
23,Brunei,2712,9.0,6142.25,20.384,1.28,327825.0,231613.0,96212.0,74.25,52.46,21.79,441532,81.347,32.4,4.591,2.382,71809.251,0.0,201.285,12.79,2.0,30.9,0.0,2.7,75.86,0.838,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.19901229056445222,-0.7074041519872001,0.6759432714458906,4
24,Bulgaria,455742,18896.0,66081.6,2739.879,1.16,2312605.0,0.0,1172184.0,33.53,0.0,17.0,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0.0,7.454,75.05,0.816,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3.5250139598487187,-1.3278728120415682,0.11594657294407051,0
25,Burkina Faso,13777,171.0,640.877,7.955,1.18,108799.0,108799.0,13273.0,0.51,0.51,0.06,21497097,70.151,17.6,2.409,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,0.452,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-3.73797362696235,-0.23006412777346616,-1.235755032796819,1
26,Cambodia,93055,1903.0,5491.122,112.295,0.92,19085923.0,10801691.0,8525970.0,112.62,63.74,50.31,16946446,90.672,25.6,4.412,2.385,3645.07,0.0,270.892,4.0,2.0,33.7,66.229,0.8,69.82,0.594,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-0.8114268768823811,0.04145371925829968,0.18734758833778728,4
27,Cameroon,83425,1350.0,3064.362,49.588,0.17,0.0,0.0,0.0,0.0,0.0,0.0,27224262,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,0.0,0.0,2.735,1.3,59.29,0.563,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-3.8057354625935194,-0.0540063276117881,-0.7472536007475669,1
28,Canada,1507092,26989.0,39589.562,708.97,1.25,53343798.0,27928378.0,25415420.0,140.13,73.36,66.76,38067913,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,0.0,2.5,82.43,0.929,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4.337270927471398,-0.3755273741887629,-0.784707360948526,0
29,Cape Verde,35354,313.0,62918.557,557.038,1.2,309001.0,236158.0,72843.0,54.99,42.03,12.96,561901,135.58,25.7,4.46,3.437,6222.554,0.0,182.219,2.42,2.1,16.5,0.0,2.1,72.98,0.665,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-0.45104045675385934,-0.9172317723792363,-0.7847254031912342,4
30,Central African Republic,11296,100.0,2295.941,20.325,0.09,0.0,0.0,0.0,0.0,0.0,0.0,4919987,7.479,18.3,3.655,2.251,661.24,0.0,435.727,6.1,0.0,0.0,16.603,1.0,53.28,0.397,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-4.1617034961637245,0.8505800295242956,-0.9885648489035854,1
31,Chad,4992,174.0,295.123,10.287,1.09,0.0,0.0,0.0,0.0,0.0,0.0,16914985,11.833,16.7,2.486,1.446,1768.153,38.4,280.995,6.1,0.0,0.0,5.818,0.0,54.24,0.398,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-4.2790735391262205,0.06505299851623052,-0.7679648029760594,1
32,Chile,1638675,36937.0,85292.74,1922.564,0.83,29039559.0,14425613.0,13661790.0,151.15,75.09,71.11,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,0.0,2.11,80.18,0.851,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3.9897286812162975,0.45575305543267874,1.0479973212787181,0
33,China,94961,4636.0,65.753,3.21,0.77,2067589000.0,0.0,0.0,143.16,0.0,0.0,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,0.0,4.34,76.91,0.761,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0.5720191390286282,11.716276864391542,13.68466571663964,3
34,Colombia,4909086,124945.0,95757.446,2437.198,0.74,35546165.0,23600147.0,14722990.0,69.34,46.03,28.72,51265841,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1.958445966626637,0.8228335864611586,-1.386247368807133,4
35,Comoros,4068,147.0,4578.73,165.456,0.81,0.0,0.0,0.0,0.0,0.0,0.0,888456,437.352,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,15.574,2.2,64.32,0.554,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-3.3117009848757135,0.7663433385221959,-0.23646293928216197,1
36,Congo,13588,183.0,2401.973,32.349,0.67,0.0,0.0,0.0,0.0,0.0,0.0,5657017,15.405,19.0,3.402,2.063,4881.406,37.0,344.094,7.2,1.7,52.3,47.964,0.0,64.57,0.574,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,-3.238858357596433,0.09028216040668367,0.25872314349227443,1
37,Costa Rica,463726,5506.0,90235.691,1071.404,1.19,0.0,0.0,0.0,0.0,0.0,0.0,5139053,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-0.044357533938002576,-0.7838453406203469,-0.1030631307674799,4
38,Cote d'Ivoire,55669,441.0,2057.728,16.301,1.21,1353553.0,1353553.0,0.0,5.0,5.0,0.0,27053629,76.399,18.7,2.933,1.582,3601.006,28.2,303.74,2.42,0.0,0.0,19.351,0.0,57.78,0.538,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-3.666513605670106,-0.23589465766352546,-1.2723658343514395,1
39,Croatia,373998,8334.0,91628.963,2041.818,1.3,0.0,0.0,0.0,0.0,0.0,0.0,4081657,73.726,44.0,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,0.0,5.54,78.49,0.851,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3.099372328241163,-1.4570340959513524,0.030199742808142915,0
40,Cuba,652855,5303.0,57685.453,468.566,0.86,14115595.0,5552931.0,3916641.0,124.72,49.07,34.61,11317498,110.408,43.1,14.738,9.719,0.0,0.0,190.968,8.27,17.1,53.3,85.198,5.2,78.8,0.783,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5069948976239855,-0.934031285362794,4.298445829387736,4
41,Cyprus,113875,503.0,128236.891,566.438,0.84,0.0,0.0,0.0,0.0,0.0,0.0,888005,127.657,37.3,13.416,8.563,32415.132,0.0,141.171,9.24,19.6,52.7,0.0,3.4,80.98,0.887,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2.3268370546119845,-1.2766847011924363,-0.07986046932997777,0
42,Czechia,1679189,30404.0,156574.265,2834.99,1.13,11480189.0,5948434.0,5733175.0,107.05,55.47,53.46,10724553,137.176,43.3,19.027,11.58,32605.906,0.0,227.485,6.82,30.5,38.3,0.0,6.63,79.38,0.9,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,5.574938338964247,-1.3596190381028677,-0.4076702563488815,0
43,Democratic Republic of Congo,54863,1059.0,593.897,11.464,0.94,97818.0,83081.0,14737.0,0.11,0.09,0.02,92377986,35.879,17.0,3.02,1.745,808.133,77.1,318.949,6.1,0.0,0.0,4.472,0.0,60.68,0.48,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-4.291264287923241,0.08975763781918046,-1.5801000600734385,1
44,Denmark,347028,2586.0,59695.505,444.842,0.85,8573813.0,4408373.0,4209909.0,147.49,75.83,72.42,5813302,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,0.0,2.5,80.9,0.94,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,4.936879829151898,-1.3537155975700805,-0.2521993304842712,0
45,Djibouti,11750,157.0,11724.242,156.656,1.44,0.0,0.0,0.0,0.0,0.0,0.0,1002197,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,0.0,1.4,67.11,0.524,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,-2.291746724793326,-0.17266547412152386,0.1320226955994543,1
46,Dominica,1638,4.0,22695.782,55.423,0.52,0.0,0.0,0.0,0.0,0.0,0.0,72172,98.567,0.0,0.0,0.0,9673.367,0.0,227.376,11.62,0.0,0.0,0.0,3.8,75.0,0.742,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,-2.754551245299561,-0.4219690647004325,-0.2612770244375148,1
47,Dominican Republic,350173,4008.0,31968.426,365.903,1.01,11152044.0,5815574.0,4658577.0,101.81,53.09,42.53,10953714,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0.1945788430062654,-0.36890926624288356,0.5291314253905657,4
48,Ecuador,501201,32244.0,28018.097,1802.501,0.56,19512448.0,10699102.0,8813346.0,109.08,59.81,49.27,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.7074319789355085,-0.13829113911318092,-0.372543404449205,4
49,Egypt,288441,16736.0,2766.599,160.524,1.38,0.0,0.0,0.0,0.0,0.0,0.0,104258327,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,-1.8216001979510348,0.5314596798759877,2.0463695964031112,4
50,El Salvador,94060,2918.0,14429.7,447.649,0.93,6298361.0,3539933.0,2758428.0,96.62,54.31,42.32,6518500,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.04913497949154777,-0.44533575947180987,0.1188978538495214,4
51,Equatorial Guinea,9477,126.0,6536.353,86.903,1.35,0.0,0.0,0.0,0.0,0.0,0.0,1449891,45.194,22.4,2.846,1.752,22604.873,0.0,202.812,7.78,0.0,0.0,24.64,2.1,58.74,0.592,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.810006931824916,-0.21648821007878682,-0.020363493239166704,1
52,Estonia,141956,1292.0,107121.405,974.956,1.11,1273304.0,727739.0,545565.0,96.08,54.92,41.17,1325188,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,0.0,4.69,78.74,0.892,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,4.387240369082345,-1.6554497417415583,-0.1853933446536461,0
53,Eswatini,43371,1101.0,36994.325,939.124,0.58,0.0,0.0,0.0,0.0,0.0,0.0,1172369,79.492,21.5,3.163,1.845,7738.975,0.0,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.611,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-2.693791647669216,-0.3632713871196171,-0.5947242517250488,1
54,Ethiopia,308134,4675.0,2614.047,39.66,1.06,2451950.0,2451950.0,0.0,2.08,2.08,0.0,117876226,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-3.1988457943715463,0.07207721995671895,-1.0408801815670612,1
55,Fiji,46716,496.0,51740.006,549.342,0.78,825552.0,558944.0,266608.0,91.43,61.91,29.53,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,0.0,2.3,67.44,0.743,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.1733007253143741,-0.546071571546759,0.3645435175472527,4
56,Finland,127182,1029.0,22922.445,185.46,0.92,6827041.0,4022419.0,2804622.0,123.05,72.5,50.55,5548361,18.136,42.8,21.228,13.264,40585.721,0.0,153.507,5.76,18.3,22.6,0.0,3.28,81.91,0.938,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4.058384157626618,-1.4534174883930944,-0.16134851982062162,0
57,France,6835022,114926.0,101163.291,1700.988,0.85,87942291.0,48573962.0,40376534.0,130.16,71.89,59.76,67564251,122.578,42.0,19.718,13.079,38605.671,0.0,86.06,4.77,30.1,35.6,0.0,5.98,82.66,0.901,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,6.24707807495247,0.8246913960031762,-1.6346998806661366,0
58,Gabon,25888,166.0,11360.221,72.844,1.18,0.0,0.0,0.0,0.0,0.0,0.0,2278829,7.859,23.1,4.45,2.976,16562.413,3.4,259.967,7.2,0.0,0.0,0.0,6.3,66.47,0.703,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.1153343745959656,-0.3560118234308235,0.31436110977340115,1
59,Gambia,9698,319.0,3899.576,128.27,0.85,0.0,0.0,0.0,0.0,0.0,0.0,2486937,207.566,17.5,2.339,1.417,1561.767,10.1,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-3.591597955920055,-0.21730528926550352,-0.38736968638482877,1
60,Georgia,549811,7408.0,138151.347,1861.413,0.84,1210746.0,802083.0,408663.0,30.42,20.15,10.27,3979773,65.032,38.7,14.864,10.244,9745.079,4.2,496.218,7.11,5.3,55.5,0.0,2.6,73.77,0.812,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1.0215225545192932,-0.606809138036192,1.1523608485678738,4
61,Germany,3965681,92229.0,47266.493,1099.267,1.33,101942492.0,54331242.0,50469036.0,121.5,64.76,60.15,83900471,237.016,46.6,21.453,15.957,45229.245,0.0,156.139,8.31,28.2,33.1,0.0,8.0,81.33,0.947,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,6.4105015946763855,0.7704549198676599,-1.0018093640376364,0
62,Ghana,119436,1036.0,3763.882,32.648,1.19,0.0,0.0,0.0,0.0,0.0,0.0,31732128,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-3.1905046657916625,-0.05663318788949946,-0.24862711182785957,1
63,Greece,587964,13622.0,56694.47,1313.502,0.93,11408609.0,6056183.0,5738106.0,110.01,58.4,55.33,10370747,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,0.0,4.21,82.24,0.888,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,5.092470248328923,-1.4094810178861077,-0.25889470929799974,0
64,Grenada,461,2.0,4079.105,17.697,3.51,0.0,0.0,0.0,0.0,0.0,0.0,113015,317.132,29.4,7.304,5.021,13593.877,0.0,243.964,10.71,0.0,0.0,0.0,3.7,72.4,0.779,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-0.5610748011369787,-1.0516559525528475,-0.1525015938761849,4
65,Guatemala,470277,11926.0,25768.789,653.484,1.02,4607145.0,3352959.0,1254186.0,25.24,18.37,6.87,18249868,157.834,22.9,4.694,3.016,7423.808,8.7,155.898,10.18,0.0,0.0,76.665,0.6,74.3,0.663,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1.5092377569035127,-0.3078982035267723,-0.7565316603417346,1
66,Guinea,29501,337.0,2185.707,24.968,1.08,1223951.0,831183.0,392768.0,9.07,6.16,2.91,13497237,51.755,19.0,3.135,1.733,1998.926,35.3,336.717,2.42,0.0,0.0,17.45,0.3,61.6,0.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.655319218269206,0.09429086331869786,-0.5497878590072011,1
67,Guinea-Bissau,5799,119.0,2877.216,59.043,0.97,0.0,0.0,0.0,0.0,0.0,0.0,2015490,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,0.0,0.0,6.403,0.0,58.32,0.48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-4.515815016185883,-0.14128936710886456,-1.2494351497907994,1
68,Guyana,25548,622.0,32325.778,787.014,1.22,474491.0,313469.0,161022.0,60.04,39.66,20.37,790329,3.952,26.3,5.305,2.837,7435.047,0.0,373.159,11.62,0.0,0.0,77.159,1.6,69.91,0.682,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.4887343510120847,-0.25814120267109836,0.42891968657037954,4
69,Haiti,20896,586.0,1810.481,50.772,1.04,35741.0,29332.0,6750.0,0.31,0.25,0.06,11541683,398.448,24.3,4.8,2.954,1653.173,23.5,430.548,6.65,2.9,23.1,22.863,0.7,64.0,0.51,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-2.881769638633102,-0.2637755118681262,-0.6487357400285533,1
70,Honduras,338757,8850.0,33663.639,879.46,1.07,0.0,0.0,0.0,0.0,0.0,0.0,10062994,82.805,24.9,4.652,2.883,4541.795,16.0,240.208,7.21,2.0,0.0,84.169,0.7,75.27,0.634,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,-1.3457316711456093,-0.39297371797346214,-0.638682149798726,1
71,Hong Kong,12112,212.0,1603.644,28.069,0.0,7588397.0,4140055.0,3448342.0,100.47,54.81,45.66,7552800,7039.714,44.8,16.303,10.158,56054.92,0.0,0.0,8.33,0.0,0.0,0.0,0.0,84.86,0.949,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.3817775088022346,-0.7927412738601951,0.15284731142461322,0
72,Hungary,812337,30058.0,84318.387,3119.939,1.62,11603140.0,5772010.0,0.0,120.44,59.91,0.0,9634162,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,0.0,7.02,76.88,0.854,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,4.267239608201979,-1.0748379184615804,0.622053426886322,0
73,Iceland,10789,33.0,31421.831,96.109,0.84,527448.0,279365.0,263695.0,153.61,81.36,76.8,343360,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,0.0,2.91,82.99,0.949,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,4.080470565039659,-1.5912004946777396,-0.5898363589158646,0
